,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Michael Dougherty,CB,18,27,47,0.771,0.999,0.394,0.691,0.898,0.242,0.902,0.639,0.859,California,,,,,,,,,#N/A,,Michael Dougherty-California-2060
1138,Joseph Glowiak,P,18,35,56,0.889,0.790,0.777,0.726,0.543,0.579,0.439,0.335,0.452,New York,,,,,,,,,#N/A,,Joseph Glowiak-New York-2060
1139,Jamario Thomas,LB,18,22,42,0.467,0.517,0.814,0.624,0.815,0.940,0.731,0.439,0.614,Wyoming,,,Prestige: Wants to help increase a team's prestige,,,,,,#N/A,,Jamario Thomas-Wyoming-2060
1140,Damien Thompson,LB,18,22,39,0.955,0.970,0.184,0.602,0.056,0.889,0.241,0.261,0.519,Georgia,,,,,,,,,#N/A,,Damien Thompson-Georgia-2060
1141,Ryan Randolph,LB,18,22,40,0.074,0.974,0.016,0.271,0.681,0.327,0.380,0.516,0.393,Mississippi,,,Winning: Doesn't want to experience a losing season during his career.,,,,,,#N/A,,Ryan Randolph-Mississippi-2060
1142,Eric Martin,LB,18,22,38,0.518,0.392,0.982,0.147,0.141,0.262,0.264,0.557,0.789,Iowa,,,Playing Time: Would prefer to play for a less successful team if it means being of greater significance to the team.,,,,,,#N/A,,Eric Martin-Iowa-2060
1143,Isaiah McClendon,LB,18,22,38,0.626,0.534,0.325,0.521,0.781,0.286,0.075,0.101,0.848,Kentucky,,,,,,,,,#N/A,,Isaiah McClendon-Kentucky-2060
1144,Frankie Chase,K,18,34,52,0.077,0.763,0.172,0.930,0.677,0.726,0.710,0.903,0.796,Louisiana,,,Coach: Wants to play for a coach with a personal connection to their school,,,,,,#N/A,,Frankie Chase-Louisiana-2060
1145,Stefan Benkert,RB,18,24,43,0.269,0.847,0.812,0.842,0.483,0.949,0.594,0.680,0.994,California,,,Tradition: Wants to play in important rivalry games,,,,,,#N/A,,Stefan Benkert-California-2060
1146,Mason Simpson,RB,18,24,41,0.834,0.440,0.039,0.762,0.490,0.299,0.224,0.144,0.386,North Carolina,,,,,,,,,#N/A,,Mason Simpson-North Carolina-2060
1147,Dillon Kemper,OL,18,23,45,0.402,0.211,0.573,0.766,0.431,0.623,0.721,0.838,0.945,California,,,Tradition: Wants to play for a team that has dominated their rivals,,,,,,#N/A,,Dillon Kemper-California-2060
1148,Houston Greene,QB,18,25,47,0.746,0.118,0.882,0.517,0.647,0.657,0.573,0.991,0.602,Virginia,,,Campus: Wants to hear about sponsorship opportunities around campus,,,,,,#N/A,,Houston Greene-Virginia-2060
1149,Jesse Glover,QB,18,25,49,0.318,0.012,0.017,0.565,0.927,0.913,0.664,0.021,0.183,Wisconsin,,,ProPotential: Has dreams of eventually becoming a first-round pick.,,,,,,#N/A,,Jesse Glover-Wisconsin-2060
1150,Nick Smith,CB,18,27,45,0.353,0.856,0.873,0.555,0.844,0.718,0.229,0.477,0.433,California,,,,,,,,,#N/A,,Nick Smith-California-2060
1151,Enrique Williams,K,18,34,52,0.375,0.101,0.484,0.509,0.680,0.935,0.382,0.567,0.131,Texas,,,Prestige: Has ambitions of winning a national championship game,,,,,,#N/A,,Enrique Williams-Texas-2060
1152,Chase Starr,S,18,22,42,0.842,0.728,0.229,0.956,0.198,0.215,0.078,0.856,0.189,Texas,,,,,,,,,#N/A,,Chase Starr-Texas-2060
1153,Logan Cook,S,18,22,44,0.024,0.273,0.156,0.965,0.765,0.870,0.024,0.701,0.117,Texas,,,Coach: Wants to play for a successful coach.,,,,,,#N/A,,Logan Cook-Texas-2060
1154,Kyle Howell,LB,18,22,41,0.338,0.505,0.690,0.597,0.230,0.913,0.861,0.211,0.449,Georgia,,,Prestige: Would like to win as many bowl games as possible during his career,,,,,,#N/A,,Kyle Howell-Georgia-2060
1155,Adrian Jones,LB,18,22,42,0.080,0.195,0.382,0.104,0.607,0.894,0.705,0.346,0.994,California,,,Tradition: Wants to hear about your school's unique traditions,,,,,,#N/A,,Adrian Jones-California-2060
1156,Drew Allison,K,18,34,56,0.246,0.292,0.574,0.734,0.665,0.270,0.669,0.271,0.450,North Carolina,,,,,,,,,#N/A,,Drew Allison-North Carolina-2060
1157,Derek Peterson,K,18,34,56,0.702,0.340,0.342,0.923,0.329,0.262,0.394,0.219,0.042,Maryland,,,Coach: Wants to know what role his position plays in the coach's scheme.,,,,,,#N/A,,Derek Peterson-Maryland-2060
1158,Steven Smith,CB,18,27,45,0.178,0.201,0.659,0.647,0.811,0.352,0.430,0.099,0.283,Utah,,,,,,,,,#N/A,,Steven Smith-Utah-2060
1159,Jayson Gordon,QB,18,25,47,0.022,0.262,0.496,0.516,0.899,0.553,0.840,0.039,0.908,California,,,Tradition: Wants to play in front of lots of fans,,,,,,#N/A,,Jayson Gordon-California-2060
1160,Johnny Salas,S,18,22,44,0.612,0.848,0.478,0.378,0.547,0.239,0.405,0.566,0.432,Louisiana,,,,,,,,,#N/A,,Johnny Salas-Louisiana-2060
1161,Demarcus Deloach,S,18,22,41,0.409,0.891,0.145,0.167,0.417,0.094,0.574,0.625,0.658,Minnesota,,,,,,,,,#N/A,,Demarcus Deloach-Minnesota-2060
1162,Joseph Hudak,K,18,34,52,0.618,0.921,0.324,0.595,0.568,0.320,0.466,0.619,0.181,Georgia,,,,,,,,,#N/A,,Joseph Hudak-Georgia-2060
1163,Kareem Shepherd,LB,18,22,42,0.048,0.361,0.804,0.493,0.305,0.096,0.205,0.266,0.703,South Carolina,,,,,,,,,#N/A,,Kareem Shepherd-South Carolina-2060
1164,Brant Wallace,OL,18,23,45,0.827,0.910,0.304,0.523,0.990,0.851,0.353,0.619,0.964,South Carolina,,,"ProPotential: Would like to be drafted in the top four rounds, if possible.",,,,,,#N/A,,Brant Wallace-South Carolina-2060
1165,Taylor Boring,S,18,22,45,0.881,0.993,0.041,0.929,0.206,0.259,0.276,0.134,0.678,California,,,,,,,,,#N/A,,Taylor Boring-California-2060
1166,Jaevon Barber,S,18,22,44,0.036,0.354,0.878,0.150,0.382,0.331,0.107,0.585,0.471,Minnesota,,,,,,,,,#N/A,,Jaevon Barber-Minnesota-2060
1167,Matt Rivera,P,18,34,54,0.749,0.560,0.289,0.771,0.364,0.429,0.118,0.578,0.264,Pennsylvania,,,,,,,,,#N/A,,Matt Rivera-Pennsylvania-2060
1168,Quenton Martin,P,18,34,56,0.424,0.921,0.850,0.996,0.945,0.188,0.765,0.546,0.639,Mississippi,,,,,,,,,#N/A,,Quenton Martin-Mississippi-2060
1169,Kyle Morris,RB,18,24,39,0.775,0.479,0.332,0.354,0.316,0.358,0.683,0.218,0.533,Texas,,,,,,,,,#N/A,,Kyle Morris-Texas-2060
1170,Sean Anthony,WR,18,25,44,0.276,0.336,0.089,0.547,0.820,0.401,0.821,0.921,0.443,California,,,Campus: Wants to know about the nightlife around the university,,,,,,#N/A,,Sean Anthony-California-2060
1171,Beau Fitzwater,WR,18,25,48,0.917,0.547,0.184,0.052,0.661,0.912,0.602,0.593,0.246,Alabama,,,Location: Wants to play as close to his home state as possible.,,,,,,#N/A,,Beau Fitzwater-Alabama-2060
1172,Anthony Mauro,S,18,22,45,0.073,0.411,0.101,0.529,0.422,0.180,0.581,0.501,0.939,Mississippi,,,,,,,,,#N/A,,Anthony Mauro-Mississippi-2060
1173,Josh Webber,S,18,22,43,0.287,0.596,0.834,0.489,0.715,0.972,0.390,0.272,0.798,Wisconsin,,,Prestige: Wants to play for a team that's dominated their conference,,,,,,#N/A,,Josh Webber-Wisconsin-2060
1174,Brennon Veal,RB,18,24,39,0.234,0.267,0.106,0.006,0.418,0.969,0.697,0.286,0.397,California,,,Prestige: Wants to help increase a team's prestige,,,,,,#N/A,,Brennon Veal-California-2060
1175,Christopher Shinsky,RB,18,24,41,0.945,0.712,0.343,0.700,0.260,0.275,0.297,0.387,0.166,Texas,,,Location: Doesn't want to go outside his home region.,,,,,,#N/A,,Christopher Shinsky-Texas-2060
1176,Chris Turner,DL,18,23,48,0.944,0.657,0.403,0.305,0.307,0.729,0.870,0.703,0.644,Ohio,,,"Location: Has family in Louisiana, and wants them to see one of his games.",,,,,,#N/A,,Chris Turner-Ohio-2060
1177,Jamison Pritchard,WR,18,25,48,0.742,0.636,0.531,0.120,0.767,0.105,0.943,0.283,0.651,Iowa,,,Education: Wants to study abroad in Denmark,,,,,,#N/A,,Jamison Pritchard-Iowa-2060
1178,Alex Odeyingbo,WR,18,25,45,0.279,0.129,0.594,0.105,0.013,0.915,0.102,0.312,0.358,Florida,,,Prestige: Wants to win a conference championship,,,,,,#N/A,,Alex Odeyingbo-Florida-2060
1179,Ethan Moore,WR,18,25,46,0.451,0.525,0.417,0.105,0.997,0.826,0.066,0.779,0.711,Connecticut,,,ProPotential: Would prefer to be redshirted if not a projected draft pick.,,,,,,#N/A,,Ethan Moore-Connecticut-2060
1180,Antoine Schultz,P,18,34,53,0.168,0.544,0.859,0.117,0.968,0.152,0.126,0.455,0.784,New Jersey,,,ProPotential: Has dreams of eventually becoming a first-round pick.,,,,,,#N/A,,Antoine Schultz-New Jersey-2060
1181,George Rutherford,DL,18,23,49,0.256,0.509,0.901,0.512,0.352,0.109,0.223,0.544,0.368,Arkansas,,,Playing Time: Does not want to have to compete with higher-ranked recruits.,,,,,,#N/A,,George Rutherford-Arkansas-2060
1182,Dan Collins,DL,18,23,46,0.820,0.298,0.641,0.253,0.730,0.760,0.836,0.787,0.929,Texas,,,Tradition: Wants to hear about your school's fan support,,,,,,#N/A,,Dan Collins-Texas-2060
1183,Joe Honey,DL,18,23,46,0.354,0.475,0.141,0.440,0.845,0.391,0.602,0.266,0.213,South Carolina,,,,,,,,,#N/A,,Joe Honey-South Carolina-2060
1184,Matthew Johnson,P,18,34,57,0.844,0.830,0.486,0.604,0.438,0.708,0.981,0.709,0.323,Georgia,,,Education: Wants to go to a private school,,,,,,#N/A,,Matthew Johnson-Georgia-2060
1185,Michael Jones,WR,18,25,47,0.194,0.194,0.556,0.173,0.654,0.714,0.501,0.352,0.645,Texas,,,,,,,,,#N/A,,Michael Jones-Texas-2060
1186,Jeremy James,TE,18,20,35,0.807,0.960,0.672,0.957,0.543,0.838,0.058,0.245,0.853,Minnesota,,,Winning: Wants to experience at least one season with double-digit wins.,,,,,,#N/A,,Jeremy James-Minnesota-2060
1187,Eron Thomas,TE,18,20,37,0.076,0.649,0.667,0.114,0.575,0.008,0.037,0.297,0.905,Louisiana,,,,,,,,,#N/A,,Eron Thomas-Louisiana-2060
1188,Milan Stripling,TE,18,20,35,0.042,0.963,0.743,0.621,0.318,0.536,0.747,0.422,0.410,Hawaii,,,,,,,,,#N/A,,Milan Stripling-Hawaii-2060
1189,Joe Abramo,WR,18,25,47,0.694,0.816,0.421,0.046,0.910,0.936,0.146,0.789,0.305,Michigan,,,Prestige: Wants to help increase a team's prestige,,,,,,#N/A,,Joe Abramo-Michigan-2060
1190,Paul Watts,WR,18,25,44,0.717,0.538,0.166,0.633,0.967,0.973,0.150,0.072,0.381,Rhode Island,,,Prestige: Wants to win a conference championship,,,,,,#N/A,,Paul Watts-Rhode Island-2060
1191,Demetrius Bass,WR,18,25,48,0.533,0.031,0.530,0.550,0.576,0.327,0.348,0.232,0.753,Ohio,,,,,,,,,#N/A,,Demetrius Bass-Ohio-2060
1192,Jamaine Dunlap,WR,18,25,45,0.026,0.170,0.365,0.562,0.679,0.474,0.412,0.796,0.551,Indiana,,,,,,,,,#N/A,,Jamaine Dunlap-Indiana-2060
1193,Antwon Clark,DL,18,23,45,0.212,0.620,0.691,0.196,0.138,0.533,0.578,0.149,0.797,Louisiana,,,,,,,,,#N/A,,Antwon Clark-Louisiana-2060
1194,Dale Burrell,DL,18,23,49,0.627,0.254,0.311,0.305,0.309,0.919,0.377,0.411,0.206,Indiana,,,Prestige: Would like to win as many bowl games as possible during his career,,,,,,#N/A,,Dale Burrell-Indiana-2060
1195,Jake Patti,K,18,33,53,0.138,0.966,0.541,0.063,0.787,0.813,0.125,0.824,0.342,Nebraska,,,,,,,,,#N/A,,Jake Patti-Nebraska-2060
1196,Cade Chandler,CB,18,26,44,0.505,0.557,0.035,0.153,0.100,0.856,0.137,0.286,0.274,Utah,,,,,,,,,#N/A,,Cade Chandler-Utah-2060
1197,Jaylen Maddox,K,18,33,53,0.662,0.504,0.405,0.906,0.632,0.372,0.251,0.309,0.709,California,,,Coach: Wants to play for the same coach his entire career.,,,,,,#N/A,,Jaylen Maddox-California-2060
1198,Sam Miller,QB,18,24,46,0.313,0.594,0.865,0.643,0.081,0.661,0.683,0.871,0.802,Georgia,,,,,,,,,#N/A,,Sam Miller-Georgia-2060
1199,Brandyn Wallace,K,18,33,53,0.040,0.825,0.640,0.501,0.340,0.311,0.083,0.300,0.582,South Carolina,,,,,,,,,#N/A,,Brandyn Wallace-South Carolina-2060
1200,Mark Hay,CB,18,26,48,0.032,0.562,0.334,0.981,0.744,0.583,0.054,0.107,0.889,Ohio,,,Coach: Wants to play for the same coach his entire career.,,,,,,#N/A,,Mark Hay-Ohio-2060
1201,Michael Owens,CB,18,26,44,0.467,0.864,0.602,0.306,0.776,0.532,0.184,0.357,0.440,Virginia,,,,,,,,,#N/A,,Michael Owens-Virginia-2060
1202,Scott Delmonico,CB,18,26,44,0.905,0.219,0.391,0.464,0.635,0.434,0.195,0.285,0.266,Michigan,,,Location: Wants to play as close to his home state as possible.,,,,,,#N/A,,Scott Delmonico-Michigan-2060
1203,Mike Harrell,LB,18,21,38,0.458,0.808,0.465,0.020,0.715,0.278,0.575,0.164,0.742,Georgia,,,,,,,,,#N/A,,Mike Harrell-Georgia-2060
1204,Luke Seaborn,LB,18,21,37,0.836,0.223,0.579,0.841,0.773,0.463,0.180,0.886,0.798,Idaho,,,,,,,,,#N/A,,Luke Seaborn-Idaho-2060
1205,Chad Bennett,QB,18,24,50,0.512,0.420,0.661,0.075,0.585,0.234,0.760,0.075,0.053,Michigan,,,,,,,,,#N/A,,Chad Bennett-Michigan-2060
1206,Garrett Doman,QB,18,24,48,0.542,0.577,0.729,0.955,0.824,0.234,0.050,0.520,0.352,New York,,,,,,,,,#N/A,,Garrett Doman-New York-2060
1207,Terrance Woodward,K,18,33,55,0.062,0.988,0.227,0.809,0.892,0.986,0.213,0.635,0.631,Texas,,,Winning: Would prefer to play for a team coming off at least 3 consecutive winning seasons.,,,,,,#N/A,,Terrance Woodward-Texas-2060
1208,Nick Dominguez,RB,18,23,40,0.242,0.364,0.595,0.782,0.696,0.065,0.557,0.983,0.346,Mississippi,,,Campus: Would prefer to attend a school with a warm climate,,,,,,#N/A,,Nick Dominguez-Mississippi-2060
1209,John Zukoff,P,18,33,53,0.816,0.396,0.613,0.530,0.205,0.697,0.330,0.487,0.322,Indiana,,,,,,,,,#N/A,,John Zukoff-Indiana-2060
1210,Jake Richardson,TE,18,20,39,0.625,0.305,0.040,0.655,0.490,0.418,0.981,0.685,0.252,Minnesota,,,Education: Wants to major in biology,,,,,,#N/A,,Jake Richardson-Minnesota-2060
1211,Jeff Herron,TE,18,20,38,0.008,0.160,0.271,0.858,0.259,0.302,0.663,0.254,0.598,Alaska,,,,,,,,,#N/A,,Jeff Herron-Alaska-2060
1212,Daniel Walker,CB,18,26,44,0.550,0.996,0.237,0.609,0.258,0.107,0.297,0.984,0.634,Oklahoma,,,Winning: Doesn't want to experience a losing season during his career.,,,,,,#N/A,,Daniel Walker-Oklahoma-2060
1213,Jimmy Mann,CB,18,26,45,0.446,0.871,0.934,0.408,0.496,0.861,0.437,0.504,0.914,Virginia,South Carolina,,Playing Time: Would prefer to go somewhere he can start every season.,,,,,,#N/A,,Jimmy Mann-Virginia-2060
1214,Mitch Terry,P,18,33,53,0.736,0.299,0.997,0.401,0.900,0.963,0.670,0.882,0.812,Florida,Hawaii,,Playing Time: Wants an important role on the offense/defense.,,,,,,#N/A,,Mitch Terry-Florida-2060
1215,Evan Thompson,S,18,21,41,0.414,0.784,0.568,0.886,0.783,0.249,0.578,0.551,0.365,North Carolina,,,,,,,,,#N/A,,Evan Thompson-North Carolina-2060
1216,Ryan George,S,18,21,44,0.703,0.915,0.453,0.444,0.304,0.695,0.103,0.815,0.830,Florida,,,,,,,,,#N/A,,Ryan George-Florida-2060
1217,Dillon Trent,P,18,33,53,0.110,0.390,0.549,0.941,0.756,0.495,0.315,0.866,0.694,Utah,,,Coach: Wants to play for a coach with a personal connection to their school,,,,,,#N/A,,Dillon Trent-Utah-2060
1218,Zach Young,LB,18,21,37,0.010,0.203,0.733,0.293,0.807,0.852,0.274,0.023,0.294,Florida,,,,,,,,,#N/A,,Zach Young-Florida-2060
1219,Gerry McDaniel,LB,18,21,39,0.780,0.340,0.258,0.337,0.269,0.389,0.654,0.834,0.631,Nevada,,,,,,,,,#N/A,,Gerry McDaniel-Nevada-2060
1220,Ross Matthews,LB,18,21,39,0.315,0.763,0.015,0.911,0.634,0.583,0.926,0.968,0.495,Pennsylvania,,,Campus: Would prefer to attend a school with a dry climate,,,,,,#N/A,,Ross Matthews-Pennsylvania-2060
1221,Christian Webb,P,18,33,53,0.634,0.951,0.570,0.436,0.550,0.579,0.705,0.990,0.163,Illinois,,,Campus: Wants to get involved in student organizations,,,,,,#N/A,,Christian Webb-Illinois-2060
1222,Jerrell Stevens,P,18,33,56,0.785,0.934,0.987,0.966,0.702,0.053,0.682,0.166,0.509,Indiana,,,Playing Time: Wants an important role on the offense/defense.,,,,,,#N/A,,Jerrell Stevens-Indiana-2060
1223,Andrew Wright,P,18,33,54,0.099,0.711,0.301,0.987,0.369,0.209,0.766,0.079,0.808,North Carolina,,,Coach: Would like to see the coach sign an extension during his time at the school,,,,,,#N/A,,Andrew Wright-North Carolina-2060
1224,Wayne Spence,P,18,33,54,0.692,0.548,0.600,0.419,0.244,0.969,0.911,0.337,0.108,Oregon,,,,,,,,,#N/A,,Wayne Spence-Oregon-2060
1225,Phillip Barnes,LB,18,21,40,0.469,0.281,0.595,0.382,0.632,0.028,0.899,0.049,0.120,New Jersey,,,,,,,,,#N/A,,Phillip Barnes-New Jersey-2060
1226,Nate Slade,LB,18,21,41,0.620,0.796,0.457,0.356,0.928,0.584,0.985,0.194,0.121,Nebraska,,,Education: Wants to study abroad in Israel,,,,,,#N/A,,Nate Slade-Nebraska-2060
1227,Rashawn Haviland,LB,18,21,37,0.159,0.765,0.206,0.046,0.373,0.148,0.210,0.654,0.195,Texas,,,,,,,,,#N/A,,Rashawn Haviland-Texas-2060
1228,Antonio Manoa,RB,18,23,39,0.247,0.966,0.769,0.013,0.523,0.266,0.411,0.270,0.533,Pennsylvania,,,,,,,,,#N/A,,Antonio Manoa-Pennsylvania-2060
1229,Christian Hall,OL,18,22,41,0.267,0.947,0.228,0.299,0.918,0.740,0.391,0.576,0.722,Florida,,,,,,,,,#N/A,,Christian Hall-Florida-2060
1230,Darryl Bradley,WR,18,24,45,0.395,0.655,0.763,0.476,0.790,0.151,0.382,0.692,0.187,Washington,,,,,,,,,#N/A,,Darryl Bradley-Washington-2060
1231,Rob Pickett,LB,18,21,41,0.886,0.202,0.816,0.819,0.699,0.562,0.137,0.075,0.415,Florida,,,,,,,,,#N/A,,Rob Pickett-Florida-2060
1232,Alex Jackson,LB,18,21,37,0.359,0.669,0.536,0.265,0.872,0.707,0.901,0.494,0.401,Missouri,,,Education: Wants to major in economics,,,,,,#N/A,,Alex Jackson-Missouri-2060
1233,Taylor Johnson,LB,18,21,38,0.514,0.171,0.838,0.927,0.533,0.695,0.429,0.173,0.279,Tennessee,,,Coach: Wants to play for a successful coach.,,,,,,#N/A,,Taylor Johnson-Tennessee-2060
1234,Monti Bruner,LB,18,21,39,0.022,0.663,0.570,0.631,0.465,0.969,0.237,0.302,0.564,Maryland,,,Prestige: Wants to play for a team that's dominated their conference,,,,,,#N/A,,Monti Bruner-Maryland-2060
1235,Christian Dixon,DL,18,22,46,0.361,0.854,0.121,0.908,0.451,0.936,0.358,0.296,0.957,Louisiana,,,,,,,,,#N/A,,Christian Dixon-Louisiana-2060
1236,Larry Slowik,DL,18,22,43,0.048,0.015,0.649,0.726,0.995,0.592,0.846,0.774,0.481,New York,,,ProPotential: Is a fan of the Seahawks,,,,,,#N/A,,Larry Slowik-New York-2060
1237,L.J. Ellis,K,18,32,51,0.175,0.427,0.498,0.086,0.011,0.298,0.312,0.438,0.266,California,,,,,,,,,#N/A,,L.J. Ellis-California-2060
1238,Mike Trapp,K,18,32,52,0.468,0.981,0.376,0.931,0.520,0.435,0.275,0.928,0.615,Massachusetts,,,Winning: Doesn't want to experience a losing season during his career.,,,,,,#N/A,,Mike Trapp-Massachusetts-2060
1239,Noah Strickland,K,18,32,51,0.568,0.045,0.101,0.684,0.362,0.921,0.846,0.099,0.200,Michigan,,,,,,,,,#N/A,,Noah Strickland-Michigan-2060
1240,Braylon Jackson,K,18,32,51,0.042,0.731,0.389,0.509,0.535,0.502,0.155,0.255,0.942,Mississippi,,,Tradition: Wants to hear about your school's unique traditions,,,,,,#N/A,,Braylon Jackson-Mississippi-2060
1241,Cortland Hutchinson,K,18,32,54,0.341,0.802,0.457,0.495,0.846,0.490,0.237,0.051,0.233,Indiana,,,,,,,,,#N/A,,Cortland Hutchinson-Indiana-2060
1242,Rhett Fox,K,18,32,53,0.206,0.030,0.165,0.924,0.112,0.490,0.982,0.652,0.779,Texas,,,Education: Wants to major in psychology,,,,,,#N/A,,Rhett Fox-Texas-2060
1243,Austin Tomlinson,K,18,32,52,0.766,0.340,0.709,0.226,0.933,0.306,0.424,0.971,0.414,Tennessee,,,Campus: Wants to know about the nightlife around the university,,,,,,#N/A,,Austin Tomlinson-Tennessee-2060
1244,Gary Rayner,S,18,21,43,0.715,0.337,0.698,0.711,0.094,0.818,0.648,0.699,0.028,Alabama,,,,,,,,,#N/A,,Gary Rayner-Alabama-2060
1245,Clayton Richardson,S,18,21,42,0.884,0.841,0.462,0.135,0.704,0.157,0.125,0.093,0.518,Florida,,,,,,,,,#N/A,,Clayton Richardson-Florida-2060
1246,Travis Tartt,WR,18,24,46,0.902,0.858,0.647,0.661,0.480,0.646,0.112,0.366,0.960,California,,,Tradition: Wants to play on primetime TV,,,,,,#N/A,,Travis Tartt-California-2060
1247,Garrett Mafi,K,18,32,50,0.878,0.971,0.153,0.238,0.605,0.872,0.328,0.526,0.836,Oregon,,,Winning: Doesn't want to experience a losing season during his career.,,,,,,#N/A,,Garrett Mafi-Oregon-2060
1248,Uelese Thompson,WR,18,24,47,0.113,0.158,0.704,0.483,0.652,0.429,0.116,0.010,0.100,American Samoa,,,,,,,,,#N/A,,Uelese Thompson-American Samoa-2060
1249,Alec Fowler,K,18,32,52,0.201,0.075,0.747,0.268,0.792,0.266,0.872,0.028,0.951,Missouri,,,Tradition: Wants to play in front of lots of fans,,,,,,#N/A,,Alec Fowler-Missouri-2060
1250,Josh Roberts,K,18,32,52,0.154,0.292,0.075,0.531,0.186,0.866,0.840,0.708,0.343,California,,,,,,,,,#N/A,,Josh Roberts-California-2060
1251,Andrew Williams,K,18,32,53,0.197,0.534,0.824,0.494,0.370,0.189,0.533,0.876,0.056,Alabama,,,,,,,,,#N/A,,Andrew Williams-Alabama-2060
1252,Josh Brantley,K,18,32,52,0.790,0.248,0.259,0.733,0.336,0.616,0.905,0.726,0.156,North Carolina,,,Education: Wants to study abroad in Senegal,,,,,,#N/A,,Josh Brantley-North Carolina-2060
1253,Ed Horton,K,18,32,52,0.248,0.757,0.530,0.056,0.060,0.747,0.149,0.485,0.986,Minnesota,,,Tradition: Wants to play on primetime TV,,,,,,#N/A,,Ed Horton-Minnesota-2060
1254,Deion Jones,K,18,32,53,0.340,0.721,0.711,0.759,0.650,0.706,0.479,0.047,0.223,Utah,,,,,,,,,#N/A,,Deion Jones-Utah-2060
1255,Richard McDuffie,K,18,32,53,0.223,0.043,0.340,0.223,0.281,0.805,0.042,0.615,0.660,Indiana,,,,,,,,,#N/A,,Richard McDuffie-Indiana-2060
1256,Zane Plummer,CB,18,25,42,0.438,0.534,0.946,0.656,0.026,0.719,0.656,0.430,0.929,Arkansas,,,Playing Time: Wants to be the starter by his sophomore year at the latest.,,,,,,#N/A,,Zane Plummer-Arkansas-2060
1257,Tre Elliott,CB,18,25,44,0.172,0.330,0.403,0.840,0.152,0.560,0.988,0.903,0.060,Rhode Island,,,Education: Wants to study abroad in Costa Rica,,,,,,#N/A,,Tre Elliott-Rhode Island-2060
1258,Jordan Mercer,CB,18,25,44,0.210,0.483,0.831,0.550,0.943,0.393,0.911,0.956,0.655,Florida,,,Campus: Would prefer to attend a school with a rainy climate,,,,,,#N/A,,Jordan Mercer-Florida-2060
1259,Hunter Simmons,DL,18,22,44,0.479,0.322,0.399,0.453,0.975,0.945,0.573,0.973,0.255,Tennessee,,,"ProPotential: Would like to be drafted in the top four rounds, if possible.",,,,,,#N/A,,Hunter Simmons-Tennessee-2060
1260,Ian Hutchinson,DL,18,22,45,0.378,0.112,0.099,0.491,0.773,0.313,0.773,0.366,0.417,Oklahoma,,,,,,,,,#N/A,,Ian Hutchinson-Oklahoma-2060
1261,Walt Wilkerson,K,18,32,51,0.035,0.062,0.108,0.533,0.276,0.571,0.082,0.363,0.301,Kansas,,,,,,,,,#N/A,,Walt Wilkerson-Kansas-2060
1262,Ryan Scruggs,K,18,32,52,0.648,0.036,0.806,0.476,0.442,0.788,0.810,0.806,0.256,Arizona,Michigan,,,,,,,,#N/A,,Ryan Scruggs-Arizona-2060
1263,Geremy Clayton,K,18,32,51,0.693,0.766,0.345,0.770,0.456,0.799,0.441,0.520,0.770,Hawaii,,,,,,,,,#N/A,,Geremy Clayton-Hawaii-2060
1264,Philip Swindle,K,18,32,53,0.817,0.638,0.791,0.187,0.124,0.346,0.435,0.900,0.216,North Carolina,,,,,,,,,#N/A,,Philip Swindle-North Carolina-2060
1265,Jayon Joyner,CB,18,25,43,0.313,0.862,0.781,0.238,0.446,0.843,0.947,0.427,0.104,Mississippi,,,Education: Wants to study abroad in France,,,,,,#N/A,,Jayon Joyner-Mississippi-2060
1266,Darrious Robertson,CB,18,25,46,0.181,0.335,0.202,0.849,0.946,0.531,0.513,0.864,0.277,North Carolina,,,ProPotential: Is a fan of the 49ers,,,,,,#N/A,,Darrious Robertson-North Carolina-2060
1267,Andrew Robinson,P,18,32,52,0.823,0.932,0.623,0.095,0.057,0.712,0.753,0.278,0.188,Utah,,,Winning: Would prefer to play for a team coming off at least 3 consecutive winning seasons.,,,,,,#N/A,,Andrew Robinson-Utah-2060
1268,Kade McClain,DL,18,22,44,0.399,0.448,0.422,0.916,0.474,0.862,0.468,0.820,0.352,Oklahoma,,,,,,,,,#N/A,,Kade McClain-Oklahoma-2060
1269,Reynard Cox,CB,18,25,42,0.081,0.723,0.927,0.177,0.882,0.673,0.821,0.609,0.515,Tennessee,,,Playing Time: Does not want to have to compete with higher-ranked recruits.,,,,,,#N/A,,Reynard Cox-Tennessee-2060
1270,Braylon Christopher,P,18,32,51,0.170,0.078,0.013,0.522,0.033,0.980,0.913,0.559,0.161,Michigan,,,Prestige: Has ambitions of winning a national championship game,,,,,,#N/A,,Braylon Christopher-Michigan-2060
1271,Coby Benton,P,18,32,54,0.036,0.084,0.571,0.105,0.733,0.096,0.448,0.445,0.666,Texas,,,,,,,,,#N/A,,Coby Benton-Texas-2060
1272,Jake Turner,P,18,32,54,0.985,0.123,0.459,0.740,0.279,0.701,0.221,0.936,0.399,Michigan,,,"Location: Has family in Ohio, and wants them to see one of his games.",,,,,,#N/A,,Jake Turner-Michigan-2060
1273,Taylor Hightower,P,18,32,52,0.050,0.406,0.052,0.239,0.704,0.274,0.464,0.189,0.790,Alaska,,,,,,,,,#N/A,,Taylor Hightower-Alaska-2060
